,Survived,Pclass,Age,SibSp,Parch,Fare,male,Q,S,Capt,Col,Countess,Don,Dr,Major,Master,Miss,Mlle,Mme,Mr,Ms,Rev
550,1,1,17.0,0,2,110.8833,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
551,0,2,27.0,0,0,26.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
552,0,3,25.0,0,0,7.8292,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
553,1,3,22.0,0,0,7.225,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
554,1,3,22.0,0,0,7.775,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
555,0,1,62.0,0,0,26.55,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
556,1,1,48.0,1,0,39.6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
557,0,1,46.0,0,0,227.525,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
558,1,1,39.0,1,1,79.65,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
559,1,3,36.0,1,0,17.4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
560,0,3,25.0,0,0,7.75,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
561,0,3,40.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
562,0,2,28.0,0,0,13.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
563,0,3,25.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
564,0,3,22.0,0,0,8.05,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
565,0,3,24.0,2,0,24.15,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
566,0,3,19.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
567,0,3,29.0,0,4,21.075,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
568,0,3,25.0,0,0,7.2292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
569,1,3,32.0,0,0,7.8542,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
570,1,2,62.0,0,0,10.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
571,1,1,53.0,2,0,51.4792,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
572,1,1,36.0,0,0,26.3875,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
573,1,3,19.0,0,0,7.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
574,0,3,16.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
575,0,3,19.0,0,0,14.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
576,1,2,34.0,0,0,13.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
577,1,1,39.0,1,0,55.9,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
578,0,3,22.0,1,0,14.4583,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
579,1,3,32.0,0,0,7.925,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
580,1,2,25.0,1,1,30.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
581,1,1,39.0,1,1,110.8833,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
582,0,2,54.0,0,0,26.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
583,0,1,36.0,0,0,40.125,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
584,0,3,25.0,0,0,8.7125,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
585,1,1,18.0,0,2,79.65,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
586,0,2,47.0,0,0,15.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
587,1,1,60.0,1,1,79.2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
588,0,3,22.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
589,0,3,25.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
590,0,3,35.0,0,0,7.125,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
591,1,1,52.0,1,0,78.2667,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
592,0,3,47.0,0,0,7.25,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
593,0,3,22.0,0,2,7.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
594,0,2,37.0,1,0,26.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
595,0,3,36.0,1,1,24.15,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
596,1,2,28.0,0,0,33.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
597,0,3,49.0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
598,0,3,25.0,0,0,7.225,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
599,1,1,49.0,1,0,56.9292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
600,1,2,24.0,2,1,27.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
601,0,3,25.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
602,0,1,46.0,0,0,42.4,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
603,0,3,44.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
604,1,1,35.0,0,0,26.55,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
605,0,3,36.0,1,0,15.55,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
606,0,3,30.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
607,1,1,27.0,0,0,30.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
608,1,2,22.0,1,2,41.5792,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
609,1,1,40.0,0,0,153.4625,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
610,0,3,39.0,1,5,31.275,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
611,0,3,25.0,0,0,7.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
612,1,3,19.0,1,0,15.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
613,0,3,25.0,0,0,7.75,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
614,0,3,35.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
615,1,2,24.0,1,2,65.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
616,0,3,34.0,1,1,14.4,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
617,0,3,26.0,1,0,16.1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
618,1,2,4.0,2,1,39.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
619,0,2,26.0,0,0,10.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
620,0,3,27.0,1,0,14.4542,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
621,1,1,42.0,1,0,52.5542,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
622,1,3,20.0,1,1,15.7417,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
623,0,3,21.0,0,0,7.8542,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
624,0,3,21.0,0,0,16.1,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
625,0,1,61.0,0,0,32.3208,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
626,0,2,57.0,0,0,12.35,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
627,1,1,21.0,0,0,77.9583,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
628,0,3,26.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
629,0,3,25.0,0,0,7.7333,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
630,1,1,80.0,0,0,30.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
631,0,3,51.0,0,0,7.0542,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
632,1,1,32.0,0,0,30.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
633,0,1,46.0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
634,0,3,9.0,3,2,27.9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
635,1,2,28.0,0,0,13.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
636,0,3,32.0,0,0,7.925,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
637,0,2,31.0,1,1,26.25,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
638,0,3,41.0,0,5,39.6875,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
639,0,3,25.0,1,0,16.1,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
640,0,3,20.0,0,0,7.8542,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
641,1,1,24.0,0,0,69.3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
642,0,3,2.0,3,2,27.9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
643,1,3,25.0,0,0,56.4958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
644,1,3,0.75,2,1,19.2583,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
645,1,1,48.0,1,0,76.7292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
646,0,3,19.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
647,1,1,56.0,0,0,35.5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
648,0,3,25.0,0,0,7.55,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
649,1,3,23.0,0,0,7.55,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
650,0,3,25.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
651,1,2,18.0,0,1,23.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
652,0,3,21.0,0,0,8.4333,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
653,1,3,19.0,0,0,7.8292,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
654,0,3,18.0,0,0,6.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
655,0,2,24.0,2,0,73.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
656,0,3,25.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
657,0,3,32.0,1,1,15.5,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
658,0,2,23.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
659,0,1,58.0,0,2,113.275,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
660,1,1,50.0,2,0,133.65,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
661,0,3,40.0,0,0,7.225,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
662,0,1,47.0,0,0,25.5875,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
663,0,3,36.0,0,0,7.4958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
664,1,3,20.0,1,0,7.925,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
665,0,2,32.0,2,0,73.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
666,0,2,25.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
667,0,3,25.0,0,0,7.775,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
668,0,3,43.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
669,1,1,35.0,1,0,52.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
670,1,2,40.0,1,1,39.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
671,0,1,31.0,1,0,52.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
672,0,2,70.0,0,0,10.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
673,1,2,31.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
674,0,2,31.0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
675,0,3,18.0,0,0,7.775,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
676,0,3,24.5,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
677,1,3,18.0,0,0,9.8417,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
678,0,3,43.0,1,6,46.9,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
679,1,1,36.0,0,1,512.3292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
680,0,3,22.0,0,0,8.1375,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
681,1,1,27.0,0,0,76.7292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
682,0,3,20.0,0,0,9.225,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
683,0,3,14.0,5,2,46.9,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
684,0,2,60.0,1,1,39.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
685,0,2,25.0,1,2,41.5792,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
686,0,3,14.0,4,1,39.6875,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
687,0,3,19.0,0,0,10.1708,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
688,0,3,18.0,0,0,7.7958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
689,1,1,15.0,0,1,211.3375,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
690,1,1,31.0,1,0,57.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
691,1,3,4.0,0,1,13.4167,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
692,1,3,25.0,0,0,56.4958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
693,0,3,25.0,0,0,7.225,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
694,0,1,60.0,0,0,26.55,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
695,0,2,52.0,0,0,13.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
696,0,3,44.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
697,1,3,19.0,0,0,7.7333,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
698,0,1,49.0,1,1,110.8833,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
699,0,3,42.0,0,0,7.65,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
700,1,1,18.0,1,0,227.525,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
701,1,1,35.0,0,0,26.2875,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
702,0,3,18.0,0,1,14.4542,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
703,0,3,25.0,0,0,7.7417,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
704,0,3,26.0,1,0,7.8542,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
705,0,2,39.0,0,0,26.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
706,1,2,45.0,0,0,13.5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
707,1,1,42.0,0,0,26.2875,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
708,1,1,22.0,0,0,151.55,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
709,1,3,25.0,1,1,15.2458,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
710,1,1,24.0,0,0,49.5042,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
711,0,1,46.0,0,0,26.55,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
712,1,1,48.0,1,0,52.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
713,0,3,29.0,0,0,9.4833,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
714,0,2,52.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
715,0,3,19.0,0,0,7.65,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
716,1,1,38.0,0,0,227.525,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
717,1,2,27.0,0,0,10.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
718,0,3,25.0,0,0,15.5,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
719,0,3,33.0,0,0,7.775,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
720,1,2,6.0,0,1,33.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
721,0,3,17.0,1,0,7.0542,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
722,0,2,34.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
723,0,2,50.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
724,1,1,27.0,1,0,53.1,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
725,0,3,20.0,0,0,8.6625,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
726,1,2,30.0,3,0,21.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
727,1,3,19.0,0,0,7.7375,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
728,0,2,25.0,1,0,26.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
729,0,3,25.0,1,0,7.925,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
730,1,1,29.0,0,0,211.3375,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
731,0,3,11.0,0,0,18.7875,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
732,0,2,31.0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
733,0,2,23.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
734,0,2,23.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
735,0,3,28.5,0,0,16.1,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
736,0,3,48.0,1,3,34.375,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
737,1,1,35.0,0,0,512.3292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
738,0,3,25.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
739,0,3,25.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
740,1,1,35.0,0,0,30.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
741,0,1,36.0,1,0,78.85,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
742,1,1,21.0,2,2,262.375,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
743,0,3,24.0,1,0,16.1,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
744,1,3,31.0,0,0,7.925,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
745,0,1,70.0,1,1,71.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
746,0,3,16.0,1,1,20.25,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
747,1,2,30.0,0,0,13.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
748,0,1,19.0,1,0,53.1,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
749,0,3,31.0,0,0,7.75,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
750,1,2,4.0,1,1,23.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
751,1,3,6.0,0,1,12.475,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
752,0,3,33.0,0,0,9.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
753,0,3,23.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
754,1,2,48.0,1,2,65.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
755,1,2,0.67,1,1,14.5,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
756,0,3,28.0,0,0,7.7958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
757,0,2,18.0,0,0,11.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
758,0,3,34.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
759,1,1,33.0,0,0,86.5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
760,0,3,25.0,0,0,14.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
761,0,3,41.0,0,0,7.125,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
762,1,3,20.0,0,0,7.2292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
763,1,1,36.0,1,2,120.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
764,0,3,16.0,0,0,7.775,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
765,1,1,51.0,1,0,77.9583,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
766,0,1,46.0,0,0,39.6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
767,0,3,30.5,0,0,7.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
768,0,3,25.0,1,0,24.15,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
769,0,3,32.0,0,0,8.3625,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
770,0,3,24.0,0,0,9.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
771,0,3,48.0,0,0,7.8542,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
772,0,2,57.0,0,0,10.5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
773,0,3,25.0,0,0,7.225,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
774,1,2,54.0,1,3,23.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
775,0,3,18.0,0,0,7.75,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
776,0,3,25.0,0,0,7.75,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
777,1,3,5.0,0,0,12.475,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
778,0,3,25.0,0,0,7.7375,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
779,1,1,43.0,0,1,211.3375,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
780,1,3,13.0,0,0,7.2292,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
781,1,1,17.0,1,0,57.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
782,0,1,29.0,0,0,30.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
783,0,3,25.0,1,2,23.45,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
784,0,3,25.0,0,0,7.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
785,0,3,25.0,0,0,7.25,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
786,1,3,18.0,0,0,7.4958,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
787,0,3,8.0,4,1,29.125,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
788,1,3,1.0,1,2,20.575,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
789,0,1,46.0,0,0,79.2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
790,0,3,25.0,0,0,7.75,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
791,0,2,16.0,0,0,26.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
792,0,3,22.0,8,2,69.55,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
793,0,1,46.0,0,0,30.6958,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
794,0,3,25.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
795,0,2,39.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
796,1,1,49.0,0,0,25.9292,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
797,1,3,31.0,0,0,8.6833,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
798,0,3,30.0,0,0,7.2292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
799,0,3,30.0,1,1,24.15,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
800,0,2,34.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
801,1,2,31.0,1,1,26.25,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
802,1,1,11.0,1,2,120.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
803,1,3,0.42,0,1,8.5167,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
804,1,3,27.0,0,0,6.975,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
805,0,3,31.0,0,0,7.775,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
806,0,1,39.0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
807,0,3,18.0,0,0,7.775,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
808,0,2,39.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
809,1,1,33.0,1,0,53.1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
810,0,3,26.0,0,0,7.8875,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
811,0,3,39.0,0,0,24.15,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
812,0,2,35.0,0,0,10.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
813,0,3,6.0,4,2,31.275,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
814,0,3,30.5,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
815,0,1,46.0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
816,0,3,23.0,0,0,7.925,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
817,0,2,31.0,1,1,37.0042,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
818,0,3,43.0,0,0,6.45,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
819,0,3,10.0,3,2,27.9,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
820,1,1,52.0,1,1,93.5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
821,1,3,27.0,0,0,8.6625,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
822,0,1,38.0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
823,1,3,27.0,0,1,12.475,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
824,0,3,2.0,4,1,39.6875,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
825,0,3,25.0,0,0,6.95,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
